# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Oct  1 05:52:15 2023
#
# CONSTRAINT:  where (immodeldef =1)
#
# COLUMN plntname:       Planet Name
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN imdelthmag:     Delta mag H-band (planet-host) [mag]
# COLUMN imdeltjmag:     Delta mag J-band (planet-host) [mag]
# COLUMN imdeltkmag:     Delta mag K-band (planet-host) [mag]
# COLUMN imdeltlpmag:    Delta mag Lp-band (planet-host) [mag]
# COLUMN imangsep:       Projected separation star-planet [arcsec]
# COLUMN imsep:          Projected separation star-planet [au]
# COLUMN imtruesep:      True separation star-planet [au]
# COLUMN impa:           Position angle star-planet [deg]
# COLUMN imdist:         Distance [pc]
# COLUMN imtelescope:    Telescope
# COLUMN iminstrument:   Instrument
# COLUMN imdateobs:      Date Obs [UT]
# COLUMN imcluster:      Cluster or group membership of host
# COLUMN imreflink:      Reference
# COLUMN imdisk:         Circumstellar Disk Detected?
# COLUMN imcorona:       Coronagraph Used?
# COLUMN imifu:          IFU Used?
# COLUMN ns:             Number of Stars
# COLUMN glon:           Galactic Longitude [deg]
# COLUMN glat:           Galactic Latitude [deg]
# COLUMN imjmag:         Stellar Magnitude J-band [mag]
# COLUMN imhmag:         Stellar Magnitude H-band [mag]
# COLUMN imkmag:         Stellar Magnitude K-band [mag]
# COLUMN imlpmag:        Stellar Magnitude Lp-band [mag]
# COLUMN implnjmag:      Planet Magnitude J-band [mag]
# COLUMN implnhmag:      Planet Magnitude H-band [mag]
# COLUMN implnkmag:      Planet Magnitude K-band [mag]
# COLUMN implnlpmag:     Planet Magnitude Lp-band [mag]
# COLUMN imstype:        Stellar Spectral Type
# COLUMN immass:         Stellar Mass [solar mass]
# COLUMN image:          Stellar Age [My]
# COLUMN imlum:          Stellar Luminosity [solar luminosity]
# COLUMN implmass:       Planet Mass [Jupiter mass]
# COLUMN implstype:      Planet Spectral Type
# COLUMN impltemp:       Planet Temperature [K]
# COLUMN implradius:     Planet Radius [Jupiter radius]
# COLUMN immodel:        Model Description
# COLUMN immodeldef:     Default Model
# COLUMN imnotes:        Notes
#
rowid,plntname,ra_str,ra,dec_str,dec,imdelthmag,imdeltjmag,imdeltkmag,imdeltlpmag,imangsep,imsep,imtruesep,impa,imdist,imtelescope,iminstrument,imdateobs,imcluster,imreflink,imdisk,imcorona,imifu,ns,glon,glat,imjmag,imhmag,imkmag,imlpmag,implnjmag,implnhmag,implnkmag,implnlpmag,imstype,immass,image,imlum,implmass,implstype,impltemp,implradius,immodel,immodeldef,imnotes
291,HD 95086 b,10:57:03.02,164.2625890,-68:40:02.4,-68.66734310,13.10,,,,0.633,,,150.6,,Gemini:South,GPI,2013-12-11,Sco OB2/Lower Centaurus-Crux (LCC),<a href=https://ui.adsabs.harvard.edu/abs/2014A&A...565L...4G/abstract target=ref>Galicher et al. 2014</a>,1,1,1,1,292.80292,-8.0752820,,,,,,20.07,,,,,17,,,,1050,,BT-Settl (Allard et al. 2012),0,Mass taken from the hot start models
292,HD 95086 b,10:57:03.02,164.2625890,-68:40:02.4,-68.66734310,13.10,,,,0.633,,,150.6,,Gemini:South,GPI,2013-12-11,Sco OB2/Lower Centaurus-Crux (LCC),<a href=https://ui.adsabs.harvard.edu/abs/2014A&A...565L...4G/abstract target=ref>Galicher et al. 2014</a>,1,1,1,1,292.80292,-8.0752820,,,,,,20.07,,,,,17,,,,1200,,LESIA (Baudino et al. 2014),0,Mass taken from the hot start models
293,HD 95086 b,10:57:03.02,164.2625890,-68:40:02.4,-68.66734310,,,1.210000000000e+01,,0.623,,,151.4,,Gemini:South,GPI,2013-12-10,Sco OB2/Lower Centaurus-Crux (LCC),<a href=https://ui.adsabs.harvard.edu/abs/2014A&A...565L...4G/abstract target=ref>Galicher et al. 2014</a>,1,1,1,1,292.80292,-8.0752820,,,,,,,1.889000000000e+01,,,,17,,,,1050,,BT-Settl (Allard et al. 2012),0,K1 filter used; Mass taken from the hot start models
294,HD 95086 b,10:57:03.02,164.2625890,-68:40:02.4,-68.66734310,,,1.210000000000e+01,,0.623,,,151.4,,Gemini:South,GPI,2013-12-10,Sco OB2/Lower Centaurus-Crux (LCC),<a href=https://ui.adsabs.harvard.edu/abs/2014A&A...565L...4G/abstract target=ref>Galicher et al. 2014</a>,1,1,1,1,292.80292,-8.0752820,,,,,,,1.889000000000e+01,,,,17,,,,1200,,LESIA (Baudino et al. 2014),0,K1 filter used; Mass taken from the hot start models
295,HD 95086 b,10:57:03.02,164.2625890,-68:40:02.4,-68.66734310,,,,9.480000000000e+00,0.624,,,151.8,,VLT:Antu,NACO,2012-01-11,Sco OB2/Lower Centaurus-Crux (LCC),<a href=https://ui.adsabs.harvard.edu/abs/2014A&A...565L...4G/abstract target=ref>Galicher et al. 2014</a>,1,0,0,1,292.80292,-8.0752820,,,,,,,,1.622000000000e+01,,,17,,6,,1108,,COND (Baraffe et al. 2003),0,Mass taken from the hot start models
296,HD 95086 b,10:57:03.02,164.2625890,-68:40:02.4,-68.66734310,,,,9.480000000000e+00,0.624,,,151.8,,VLT:Antu,NACO,2012-01-11,Sco OB2/Lower Centaurus-Crux (LCC),<a href=https://ui.adsabs.harvard.edu/abs/2014A&A...565L...4G/abstract target=ref>Galicher et al. 2014</a>,1,0,0,1,292.80292,-8.0752820,,,,,,,,1.622000000000e+01,,,17,,4,,916,,"DUSTY (Baraffe et al. 2003, Chabrier et al. 2000)",0,Mass taken from the hot start models
297,HR 8799 c,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,,,,,39.4,VLT:Melipal,SPHERE,,,<a href=https://ui.adsabs.harvard.edu/abs/2016A&A...587A..58B/abstract target=ref>Bonnefoy et al. 2016</a>,1,0,0,1,92.76421,-35.5750779,,,,,,,,,,,,,,,1350,7.000000000000e-01,"BT-Settl (Allard et al. 2014, Baraffe et al. 2015)",0,Planet temperature and radius taken from chi squared solution
298,HR 8799 c,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,,,,,39.4,VLT:Melipal,SPHERE,,,<a href=https://ui.adsabs.harvard.edu/abs/2016A&A...587A..58B/abstract target=ref>Bonnefoy et al. 2016</a>,1,0,0,1,92.76421,-35.5750779,,,,,,,,,,,,,,,1100,1.100000000000e+00,Cloud AE-60 (Madhusudhan et al. 2011),0,Planet temperature and radius taken from chi squared solution
299,HR 8799 c,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,,,,,39.4,VLT:Melipal,SPHERE,,,<a href=https://ui.adsabs.harvard.edu/abs/2016A&A...587A..58B/abstract target=ref>Bonnefoy et al. 2016</a>,1,0,0,1,92.76421,-35.5750779,,,,,,,,,,,,,,,1200,1.000000000000e+00,"Exo-REM (Baudino, J.L. et al. 2015)",0,Planet temperature and radius taken from chi squared solution
300,HR 8799 d,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,,,,,39.4,VLT:Melipal,SPHERE,,,<a href=https://ui.adsabs.harvard.edu/abs/2016A&A...587A..58B/abstract target=ref>Bonnefoy et al. 2016</a>,1,0,0,1,92.76421,-35.5750779,,,,,,,,,,,,,,,1650,6.000000000000e-01,"BT-Settl (Allard et al. 2014, Baraffe et al. 2015)",0,Planet temperature and radius taken from chi squared solution
301,HR 8799 d,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,,,,,39.4,VLT:Melipal,SPHERE,,,<a href=https://ui.adsabs.harvard.edu/abs/2016A&A...587A..58B/abstract target=ref>Bonnefoy et al. 2016</a>,1,0,0,1,92.76421,-35.5750779,,,,,,,,,,,,,,,1300,8.000000000000e-01,Cloud AE-60 (Madhusudhan et al. 2011),0,Planet temperature and radius taken from chi squared solution
302,HR 8799 d,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,,,,,39.4,VLT:Melipal,SPHERE,,,<a href=https://ui.adsabs.harvard.edu/abs/2016A&A...587A..58B/abstract target=ref>Bonnefoy et al. 2016</a>,1,0,0,1,92.76421,-35.5750779,,,,,,,,,,,,,,,1200,1.100000000000e+00,"Exo-REM (Baudino, J.L. et al. 2015)",0,Planet temperature and radius taken from chi squared solution
303,HR 8799 e,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,,,,,39.4,VLT:Melipal,SPHERE,,,<a href=https://ui.adsabs.harvard.edu/abs/2016A&A...587A..58B/abstract target=ref>Bonnefoy et al. 2016</a>,1,0,0,1,92.76421,-35.5750779,,,,,,,,,,,,,,,1300,7.000000000000e-01,"BT-Settl (Allard et al. 2014, Baraffe et al. 2015)",0,Planet temperature and radius taken from chi squared solution
304,HR 8799 e,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,,,,,39.4,VLT:Melipal,SPHERE,,,<a href=https://ui.adsabs.harvard.edu/abs/2016A&A...587A..58B/abstract target=ref>Bonnefoy et al. 2016</a>,1,0,0,1,92.76421,-35.5750779,,,,,,,,,,,,,,,1200,9.000000000000e-01,Cloud AE-60 (Madhusudhan et al. 2011),0,Planet temperature and radius taken from chi squared solution
305,HR 8799 e,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,,,,,39.4,VLT:Melipal,SPHERE,,,<a href=https://ui.adsabs.harvard.edu/abs/2016A&A...587A..58B/abstract target=ref>Bonnefoy et al. 2016</a>,1,0,0,1,92.76421,-35.5750779,,,,,,,,,,,,,,,1200,1.000000000000e+00,"Exo-REM (Baudino, J.L. et al. 2015)",0,Planet temperature and radius taken from chi squared solution
306,HD 106906 b,12:17:53.19,184.4716340,-55:58:31.9,-55.97552490,,,,,7.100,,,,102.8,VLT:Yepun,UT4 SINFONI,"2014-12-31, 2015-01-23, 2015-02-23, 2015-02-26, 2015-03-05",,<a href=https://ui.adsabs.harvard.edu/abs/2017A&A...608A..71D/abstract target=ref>Daemgen et al. 2017</a>,1,0,1,2,298.21888,6.5889667,,,,,,,,,,,13,,14,L1.5&plusmn;1.0,1820,,BEX Cold/Warm (Mordasini et al. 2012),0,
307,HD 106906 b,12:17:53.19,184.4716340,-55:58:31.9,-55.97552490,,,,,7.100,,,,102.8,VLT:Yepun,UT4 SINFONI,"2014-12-31, 2015-01-23, 2015-02-23, 2015-02-26, 2015-03-05",,<a href=https://ui.adsabs.harvard.edu/abs/2017A&A...608A..71D/abstract target=ref>Daemgen et al. 2017</a>,1,0,1,2,298.21888,6.5889667,,,,,,,,,,,13,,14,L1.5&plusmn;1.0,1820,,BEX Cold/Warm (Mordasini et al. 2012),0,Planetary mass assuming a formation timescale of 3 Myr
308,HD 106906 b,12:17:53.19,184.4716340,-55:58:31.9,-55.97552490,,,,,7.100,,,,102.8,VLT:Yepun,UT4 SINFONI,"2014-12-31, 2015-01-23, 2015-02-23, 2015-02-26, 2015-03-05",,<a href=https://ui.adsabs.harvard.edu/abs/2017A&A...608A..71D/abstract target=ref>Daemgen et al. 2017</a>,1,0,1,2,298.21888,6.5889667,,,,,,,,,,,13,,13,L1.5&plusmn;1.0,1820,,BEX Hot (Mordasini et al. 2012),0,
309,HD 106906 b,12:17:53.19,184.4716340,-55:58:31.9,-55.97552490,,,,,7.100,,,,102.8,VLT:Yepun,UT4 SINFONI,"2014-12-31, 2015-01-23, 2015-02-23, 2015-02-26, 2015-03-05",,<a href=https://ui.adsabs.harvard.edu/abs/2017A&A...608A..71D/abstract target=ref>Daemgen et al. 2017</a>,1,0,1,2,298.21888,6.5889667,,,,,,,,,,,13,,13,L1.5&plusmn;1.0,1820,,BEX Hot (Mordasini et al. 2012),0,Planetary mass assuming a formation timescale of 3 Myr
310,HD 106906 b,12:17:53.19,184.4716340,-55:58:31.9,-55.97552490,,,,,7.100,,,,102.8,VLT:Yepun,UT4 SINFONI,"2014-12-31, 2015-01-23, 2015-02-23, 2015-02-26, 2015-03-05",,<a href=https://ui.adsabs.harvard.edu/abs/2017A&A...608A..71D/abstract target=ref>Daemgen et al. 2017</a>,1,0,1,2,298.21888,6.5889667,,,,,,,,,,,13,,13,L1.5&plusmn;1.0,1820,,BEX Hottest (Mordasini et al. 2012),0,
311,HD 106906 b,12:17:53.19,184.4716340,-55:58:31.9,-55.97552490,,,,,7.100,,,,102.8,VLT:Yepun,UT4 SINFONI,"2014-12-31, 2015-01-23, 2015-02-23, 2015-02-26, 2015-03-05",,<a href=https://ui.adsabs.harvard.edu/abs/2017A&A...608A..71D/abstract target=ref>Daemgen et al. 2017</a>,1,0,1,2,298.21888,6.5889667,,,,,,,,,,,13,,12,L1.5&plusmn;1.0,1820,,BEX Hottest (Mordasini et al. 2012),0,Planetary mass assuming a formation timescale of 3 Myr
312,HD 106906 b,12:17:53.19,184.4716340,-55:58:31.9,-55.97552490,,,,,7.100,,,,102.8,VLT:Yepun,UT4 SINFONI,"2014-12-31, 2015-01-23, 2015-02-23, 2015-02-26, 2015-03-05",,<a href=https://ui.adsabs.harvard.edu/abs/2017A&A...608A..71D/abstract target=ref>Daemgen et al. 2017</a>,1,0,1,2,298.21888,6.5889667,,,,,,,,,,,13,,12,L1.5&plusmn;1.0,1820,,BT-Settl (Baraffe et al. 2015),0,
313,HD 106906 b,12:17:53.19,184.4716340,-55:58:31.9,-55.97552490,,,,,7.100,,,,102.8,VLT:Yepun,UT4 SINFONI,"2014-12-31, 2015-01-23, 2015-02-23, 2015-02-26, 2015-03-05",,<a href=https://ui.adsabs.harvard.edu/abs/2017A&A...608A..71D/abstract target=ref>Daemgen et al. 2017</a>,1,0,1,2,298.21888,6.5889667,,,,,,,,,,,13,,12,L1.5&plusmn;1.0,1820,,BT-Settl (Baraffe et al. 2015),0,Planetary mass assuming a formation timescale of 3 Myr
314,HD 106906 b,12:17:53.19,184.4716340,-55:58:31.9,-55.97552490,,,,,7.100,,,,102.8,VLT:Yepun,UT4 SINFONI,"2014-12-31, 2015-01-23, 2015-02-23, 2015-02-26, 2015-03-05",,<a href=https://ui.adsabs.harvard.edu/abs/2017A&A...608A..71D/abstract target=ref>Daemgen et al. 2017</a>,1,0,1,2,298.21888,6.5889667,,,,,,,,,,,13,,12,L1.5&plusmn;1.0,1820,,DUSTY (Chabrier et al.2000),0,
315,HD 106906 b,12:17:53.19,184.4716340,-55:58:31.9,-55.97552490,,,,,7.100,,,,102.8,VLT:Yepun,UT4 SINFONI,"2014-12-31, 2015-01-23, 2015-02-23, 2015-02-26, 2015-03-05",,<a href=https://ui.adsabs.harvard.edu/abs/2017A&A...608A..71D/abstract target=ref>Daemgen et al. 2017</a>,1,0,1,2,298.21888,6.5889667,,,,,,,,,,,13,,12,L1.5&plusmn;1.0,1820,,DUSTY (Chabrier et al.2000),0,Planetary mass assuming a formation timescale of 3 Myr
316,bet Pic b,05:47:17.08,86.8211975,-51:03:59.4,-51.06651310,,,,,0.323,9.1,,209.3,19.4,Gemini:South,NICI,2009-12-03,bet Pic,<a href=https://ui.adsabs.harvard.edu/abs/2014ApJ...794..158N/abstract target=ref>Nielsen et al. 2014</a>,1,0,1,1,258.36388,-30.6116321,,,,,,,,,A6,1.76,,,,,,,,0,CH4S filter used
317,bet Pic b,05:47:17.08,86.8211975,-51:03:59.4,-51.06651310,,,,,0.407,9.1,,212.9,19.4,Gemini:South,NICI,2010-12-25,bet Pic,<a href=https://ui.adsabs.harvard.edu/abs/2014ApJ...794..158N/abstract target=ref>Nielsen et al. 2014</a>,1,0,1,1,258.36388,-30.6116321,,,,,,,,,A6,1.76,,,,,,,,0,Ks filter used
318,bet Pic b,05:47:17.08,86.8211975,-51:03:59.4,-51.06651310,,,,,0.452,9.1,,211.6,19.4,Gemini:South,NICI,2011-10-20,bet Pic,<a href=https://ui.adsabs.harvard.edu/abs/2014ApJ...794..158N/abstract target=ref>Nielsen et al. 2014</a>,1,0,0,1,258.36388,-30.6116321,,,,,,,,,A6,1.76,,,,,,,,0,Kcont filter used
319,bet Pic b,05:47:17.08,86.8211975,-51:03:59.4,-51.06651310,,,,,0.455,9.1,,209.3,19.4,Gemini:South,NICI,2011-10-20,bet Pic,<a href=https://ui.adsabs.harvard.edu/abs/2014ApJ...794..158N/abstract target=ref>Nielsen et al. 2014</a>,1,0,1,1,258.36388,-30.6116321,,,,,,,,,A6,1.76,,,,,,,,0,CH4S filter used
320,bet Pic b,05:47:17.08,86.8211975,-51:03:59.4,-51.06651310,,,,,0.448,9.1,,211.8,19.4,Gemini:South,NICI,2012-03-29,bet Pic,<a href=https://ui.adsabs.harvard.edu/abs/2014ApJ...794..158N/abstract target=ref>Nielsen et al. 2014</a>,1,0,0,1,258.36388,-30.6116321,,,,,,,,,A6,1.76,,,,,,,,0,Kcont filter used
321,bet Pic b,05:47:17.08,86.8211975,-51:03:59.4,-51.06651310,,,,,0.447,9.1,,210.8,19.4,Gemini:South,NICI,2012-03-29,bet Pic,<a href=https://ui.adsabs.harvard.edu/abs/2014ApJ...794..158N/abstract target=ref>Nielsen et al. 2014</a>,1,0,1,1,258.36388,-30.6116321,,,,,,,,,A6,1.76,,,,,,,,0,CH4S filter used
322,bet Pic b,05:47:17.08,86.8211975,-51:03:59.4,-51.06651310,,,,,0.461,9.1,,211.9,19.4,Magellan:Clay,Clio2,2012-12-02,bet Pic,<a href=https://ui.adsabs.harvard.edu/abs/2014ApJ...794..158N/abstract target=ref>Nielsen et al. 2014</a>,1,0,0,1,258.36388,-30.6116321,,,,,,,,,A6,1.76,,,,,,,,0,L' and M' filter used
323,2MASS J01033563-5515561 AB b,01:03:35.63,15.8984583,-55:15:56.1,-55.26558330,,,,,1.784,84.0,,339.3,47.2,VLT:Antu,NACO,2012-11-25,Tucana-Horologium,<a href=https://ui.adsabs.harvard.edu/abs/2013A&A...553L...5D/abstract target=ref>Delorme et al. 2013</a>,0,0,0,2,299.26975,-61.7760661,10.73,10.15,9.81,,1.540000000000e+01,14.20,1.360000000000e+01,1.260000000000e+01,M5.5/M6,0.19,30,,13,,,,BT-Settl (Allard et al. 2012; Baraffe et al. 2003),1,Companion magnitude measurements derived relative to 2MASS0103A; Ks filter used
